name,phone_type,phone_number,website
MAY Technology PLC,Phone,+251 11 8313131,
MAY Technology PLC,Mobile,+251 911 240696,
MAY Technology PLC,Mobile 2,+251 921 424242,
Jiituu Computer and Stationery,Phone,+251 118 23 39 34,
Jiituu Computer and Stationery,Mobile,+251 917 04 64 69,
Jiituu Computer and Stationery,Mobile 2,+251 939 72 22 32,
ITCORNER TRADING PLC,Mobile,+251 937 208820,http://www.itcornertrading.com
ITCORNER TRADING PLC,Mobile 2,+251 930 329468,http://www.itcornertrading.com
Oskaz Import,Phone,+251 115 54 63 25,http://www.oskazimport.com/index.php
Oskaz Import,Phone 2,+251 115 54 63 26,http://www.oskazimport.com/index.php
Tsega Reta Importer,Phone,+251 115 54 15 62,
Tsega Reta Importer,Phone 2,+251 911 52 59 08,
Tsega Reta Importer,Mobile,+251 911 51 76 28,
Tsega Reta Importer,Mobile 2,+251 911  51 76 29,
Tsega Reta Importer,Mobile 3,+251 911 81 81 73,
DCL Trading PLC,Phone,+251 11 1110957,http://www.dclplc.com
DCL Trading PLC,Phone 2,+251 11 1111056,http://www.dclplc.com
DCL Trading PLC,Phone 3,+251 11 1111031,http://www.dclplc.com
DCL Trading PLC,Mobile,+251 924 438450,http://www.dclplc.com
DCL Trading PLC,Mobile 2,+251 911 219357,http://www.dclplc.com
BRIDGETECH PLC,Phone,+251 11 661 05 55,http://www.bridgetechplc.com
BRIDGETECH PLC,Phone 2,+251 11 661 05 54,http://www.bridgetechplc.com
BRIDGETECH PLC,Phone 3,+251 11 552 56 20,http://www.bridgetechplc.com
BRIDGETECH PLC,Mobile,+251 911 86 43 15,http://www.bridgetechplc.com
BRIDGETECH PLC,Mobile 2,+251 911 22 67 16,http://www.bridgetechplc.com
BRIDGETECH PLC,Mobile 3,+251 911 88 41 67,http://www.bridgetechplc.com
Solomon Tsegaye General Import (STGI),Phone,+251 115 22 80 22,
Solomon Tsegaye General Import (STGI),Mobile,+251 930 00 01 71,
Solomon Tsegaye General Import (STGI),Mobile 2,+251 911 21 53 47,
RABBIT STATIONERY,Phone,+251 111 5572939,http://rabbitstationery.net
RABBIT STATIONERY,Mobile,+251 911 519331,http://rabbitstationery.net
RABBIT STATIONERY,Mobile 2,+251 911 558866,http://rabbitstationery.net
IntraCom ICT Solutions,Phone,+251 118 96 43 37,http://www.intracom.et
IntraCom ICT Solutions,Mobile,+251 930 01 22 22,http://www.intracom.et
IntraCom ICT Solutions,Mobile 2,+251 911 67 29 17,http://www.intracom.et
G-LINK Technolgy Company,Phone,+251 930 36 77 86,https://www.glink.et/
WAP Computer,Phone,+251 11 654 5201,
WAP Computer,Mobile,+251 911 411000,
WAP Computer,Mobile 2,+251 911 213585,
Precision Image,Phone,+251 115 575488,https://precisionimage.Com.et
Precision Image,Phone 2,+251 111 266074,https://precisionimage.Com.et
Precision Image,Phone 3,+251 115  574642,https://precisionimage.Com.et
Precision Image,Mobile,+251 911 211852,https://precisionimage.Com.et
Precision Image,Mobile 2,+251 912 501071,https://precisionimage.Com.et
Precision Image,Mobile 3,+251 930 313169,https://precisionimage.Com.et
Sura Mobile and Technologies,Mobile,+251 911 22 94 97,http://suramobiletech.com/
Sura Mobile and Technologies,Mobile 2,+251 913 22 80 58,http://suramobiletech.com/
SUPREME CONSULT PLC,Phone,+251 114 42 04 84,
SUPREME CONSULT PLC,Mobile,+251 912 03 30 91,
SUPREME CONSULT PLC,Mobile 2,+251 912 63 06 60,
GTN IMPORT PLC,Mobile,+251 924 468095,
Esube Waterproofing and Granite Painting,Phone,+25118307752,http://www.esubewaterproof.com
Esube Waterproofing and Granite Painting,Mobile,+251 978 606060,http://www.esubewaterproof.com
Esube Waterproofing and Granite Painting,Mobile 2,+251 964 292929,http://www.esubewaterproof.com
Esube Waterproofing and Granite Painting,Mobile 3,+251 911 258744,http://www.esubewaterproof.com
Tilla Water Proofing and Construction Chemicals,Phone,+251342416410,http://tillaproof.com
Tilla Water Proofing and Construction Chemicals,Mobile,+251914005542,http://tillaproof.com
Tilla Water Proofing and Construction Chemicals,Mobile 2,+251920876547,http://tillaproof.com
Wehib Chemicals Trading Popular,Phone,+251 112 73 47 83,
Wehib Chemicals Trading Popular,Phone 2,+251 112 73 31 23,
Wehib Chemicals Trading Popular,Mobile,+251 911 65 42 04,
Wehib Chemicals Trading Popular,Mobile 2,+251 911 30 21 72,
Wehib Chemicals Trading Popular,Mobile 3,+251 911 56 64 24,
Rohachem Trading PLC,Phone,+251 911 058852,
Rohachem Trading PLC,Mobile,+251 911 143970,
Rohachem Trading PLC,Mobile 2,+251 960 373818,
Rohachem Trading PLC,Mobile 3,+251 912 147600,
Rad Best Trading,Phone,+251 114 70 19 78,https://radbesttrading.com/
Rad Best Trading,Mobile,+251 903 44 44 40,https://radbesttrading.com/
EKT Import and Export,Phone,+251 11 662 9581,
EKT Import and Export,Mobile,+251 91 1245479,
EKT Import and Export,Mobile 2,+251 93 0034408,
Lensa Gulema Factory Products & Building Materials,Phone,+251 11 5549506,
Lensa Gulema Factory Products & Building Materials,Mobile,+251 91 1696576,
Roseant Engineering Technology PLC,Mobile,+251 913 868642,
Frikas PLC,Phone,+251-11-4424674,
Vanguard Technologies PLC (VT),Phone,251-11-371 6840,
Vanguard Technologies PLC (VT),Mobile,+251-911-52-48-68,
Vanguard Technologies PLC (VT),Mobile 2,+251-911-52-48-69,
Vanguard Technologies PLC (VT),Mobile 3,+251-911-52-48-70,
YEMKAB General Import Export PLC,Phone,+251 11 4421339,
YEMKAB General Import Export PLC,Phone 3,+251 91 0121511,
SD Business Group,Phone,+251 118 63 61 79,
SD Business Group,Mobile,+251 911 23 12 64,
SD Business Group,Mobile 2,+251 911 23 12 63,
SD Business Group,Mobile 3,+251 923 81 45 21,
Bromag Trading PLC,Mobile,+251 911 52 02 30,
Bromag Trading PLC,Mobile 2,+251 910 89 15 47,
AGAZ General Trading P.L.C/ Me Ethiopia Tour and Travel,Phone,+251 11 6467185,http://agaztrading.com
AGAZ General Trading P.L.C/ Me Ethiopia Tour and Travel,Phone 2,+251 11 6467579,http://agaztrading.com
AGAZ General Trading P.L.C/ Me Ethiopia Tour and Travel,Mobile,+251 91 1201927,http://agaztrading.com
AGAZ General Trading P.L.C/ Me Ethiopia Tour and Travel,Mobile 2,+251 91 1201168,http://agaztrading.com
AGAZ General Trading P.L.C/ Me Ethiopia Tour and Travel,Mobile 3,+251 91 3247847,http://agaztrading.com
SASCO Industrial Trade & Transport Company,Phone,+251 11 1572301,http://www.sascoindustrial.com
SASCO Industrial Trade & Transport Company,Phone 2,+251 11 1579906,http://www.sascoindustrial.com
SASCO Industrial Trade & Transport Company,Phone 3,+251 11 1560611,http://www.sascoindustrial.com
SASCO Industrial Trade & Transport Company,Mobile,+251 920 113161,http://www.sascoindustrial.com
SASCO Industrial Trade & Transport Company,Mobile 2,+251 975 929292,http://www.sascoindustrial.com
SASCO Industrial Trade & Transport Company,Mobile 3,+251 965 919191,http://www.sascoindustrial.com
Hencon Heavy Machinery and Equipment Spare Parts,Phone,+251 118 889 494,http://www.henconparts.com
Hencon Heavy Machinery and Equipment Spare Parts,Phone 2,+251 936 761 376,http://www.henconparts.com
Hencon Heavy Machinery and Equipment Spare Parts,Mobile,+251 118 49 53 79,http://www.henconparts.com
Hencon Heavy Machinery and Equipment Spare Parts,Mobile 2,+251 911 516 545,http://www.henconparts.com
Hencon Heavy Machinery and Equipment Spare Parts,Mobile 3,+251 960 181 818,http://www.henconparts.com
Ethio-Nippon Technical Company S.C. (ENITCO),Phone,+251 115 51 46 61,http://www.ethio-nippon.com
Ethio-Nippon Technical Company S.C. (ENITCO),Phone 2,+251 115 51 47 81 (Vehicle Sales),http://www.ethio-nippon.com
Ethio-Nippon Technical Company S.C. (ENITCO),Phone 3,+251 115 51 55 54 (JCB Sales),http://www.ethio-nippon.com
ELDES ENGINEERING PLC,Phone,+251 118 26 90 67,
ELDES ENGINEERING PLC,Mobile,+251 911 22 35 36,
ELDES ENGINEERING PLC,Mobile 2,+251 911 75 86 09,
ELDES ENGINEERING PLC,Mobile 3,+2511 930 00 02 22,
AAM CONSTRUCTION ENGINEERING,Phone,+251118301024,http://www.aamconeng.com
AAM CONSTRUCTION ENGINEERING,Mobile,+251909533893,http://www.aamconeng.com
Gambrea Trading PLC,Phone,+251 11 662 6875,http://www.gambreatrading.com
Gambrea Trading PLC,Phone 2,+251 11 662 6063,http://www.gambreatrading.com
Gambrea Trading PLC,Mobile,+251 91 1230347,http://www.gambreatrading.com
SD Construction Machineries Sales & Rent,Mobile,+251 911 81 81 80,
SD Construction Machineries Sales & Rent,Mobile 2,+251 923 81 45 21,
SURE TECH PLC,Mobile,+251 9 11654162,
Emak Import Trade Popular,Phone,+251 116 39 38 00,
Emak Import Trade Popular,Phone 2,+251 116 39 38 01,
